GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
288,87,5,2.0,4.1,7.34,0,0.50881743
284,97,4,1.0,4.6,8.84,1,0.6749788
315,109,4,4.2,3.8,6.42,0,0.75873697
336,104,2,2.0,1.1,6.21,1,0.5926261
322,80,4,1.3,2.5,6.46,1,0.7820572
286,117,3,2.1,2.5,6.71,1,0.5734889
319,97,5,3.7,4.5,8.69,0,0.7135353
308,93,3,3.0,3.6,8.9,1,0.68847406
324,92,4,5.0,2.4,6.42,1,0.59968305
297,104,5,4.5,1.2,6.3,1,0.53478646
311,87,4,1.2,2.6,6.47,1,0.72721684
260,98,3,1.5,2.7,6.99,1,0.60109496
299,119,3,3.0,1.9,8.22,0,0.7473897
340,120,4,3.2,2.1,6.5,0,0.9490184
280,120,5,2.0,1.2,7.9,0,0.6734934
274,82,4,2.7,4.1,9.53,1,0.72417045
309,108,1,4.1,1.9,6.45,1,0.5027253
307,95,2,3.5,4.0,7.81,1,0.66308606
291,86,4,1.4,2.4,6.11,1,0.7368297
308,100,4,4.2,1.4,8.9,0,0.68077743
327,93,1,4.0,2.0,8.58,0,0.63900715
304,118,1,1.4,3.4,7.35,0,0.73091197
291,103,5,2.1,1.6,6.68,0,0.5592953
263,109,2,1.2,1.1,9.62,1,0.7908258
324,112,3,4.4,2.5,7.33,1,0.5610835
330,101,1,1.2,1.1,9.85,1,0.83422345
332,89,2,4.1,3.7,9.85,1,0.81141305
324,90,4,1.4,1.3,7.86,0,0.50505817
339,94,3,3.8,4.5,7.85,0,0.72697544
277,109,2,3.1,4.9,7.18,0,0.5857007
313,93,3,2.9,4.4,6.35,0,0.6134451
306,111,2,1.6,3.5,7.32,0,0.65873635
265,105,5,1.9,3.5,9.61,0,0.8118465
325,100,4,3.6,4.5,6.21,0,0.73442566
268,84,4,2.9,1.6,9.63,1,0.7173466
327,91,4,2.8,2.0,6.43,1,0.5832179
282,108,4,1.4,1.0,7.55,0,0.5182641
302,100,5,1.6,1.1,7.27,0,0.46530733
310,104,5,5.0,1.7,9.05,0,0.72577155
331,95,4,2.4,1.1,9.44,1,0.77307045
284,110,5,4.2,1.2,7.9,1,0.70964813
339,99,1,2.8,3.5,6.55,0,0.71428317
294,110,2,1.6,1.8,9.12,1,0.77840203
276,90,1,1.3,4.2,7.62,1,0.5701552
277,111,3,2.9,2.8,7.15,0,0.55879384
286,87,2,3.8,1.4,7.32,1,0.60752684
274,102,1,1.4,3.8,6.34,1,0.5502567
340,87,2,4.6,4.5,9.29,1,0.82085496
328,81,2,3.5,3.2,9.15,1,0.71560454
339,106,5,1.2,3.5,7.38,1,0.85835737
274,115,4,4.2,1.3,9.22,0,0.8265484
301,114,2,1.8,4.4,8.96,0,0.8130409
293,102,3,3.2,2.4,8.37,1,0.67861074
307,120,2,3.9,2.5,7.17,1,0.56869984
267,92,4,2.9,4.3,9.86,0,0.7126181
269,110,2,4.1,1.6,8.15,0,0.66879
264,109,4,2.7,2.3,8.02,0,0.65973914
307,85,5,2.6,4.1,8.01,1,0.6874611
285,99,5,4.8,1.6,6.43,0,0.5329752
282,105,4,1.8,1.4,8.3,1,0.6818499
321,115,3,3.2,1.5,8.48,0,0.7493069
272,98,4,3.6,3.2,6.96,1,0.63159794
268,101,4,3.5,1.2,6.16,0,0.5253593
279,91,2,3.1,3.2,8.44,1,0.6136445
316,82,3,3.9,1.8,7.21,0,0.47629693
283,84,1,4.0,2.6,9.75,1,0.7047468
292,84,5,1.7,4.5,8.14,0,0.56365585
279,102,4,2.8,1.4,6.13,1,0.5598722
319,93,2,1.2,1.6,8.38,1,0.68401283
307,118,5,3.6,3.1,8.84,0,0.74878466
323,86,4,3.1,4.4,7.75,0,0.6308579
289,114,1,3.0,3.0,8.26,0,0.6805684
332,117,3,2.1,1.7,9.22,0,0.8190118
276,93,5,3.6,3.1,7.76,1,0.6689986
273,96,4,5.0,4.3,9.81,0,0.760422
278,86,4,2.2,2.7,6.75,0,0.41689095
330,99,3,3.2,2.7,9.67,1,0.845403
318,113,4,1.7,1.7,9.09,0,0.6738085
326,109,4,1.5,4.4,8.48,0,0.6861335
303,119,2,3.0,1.4,6.37,0,0.7537272
291,92,5,1.4,2.0,9.74,1,0.74579847
270,85,3,2.7,2.5,8.51,1,0.6400387
261,106,5,2.3,4.6,9.46,0,0.80964285
327,97,2,1.5,4.8,6.56,1,0.68504286
276,103,5,2.2,2.0,9.93,0,0.783666
340,111,2,4.0,3.3,9.85,0,0.9024308
299,118,1,4.7,4.8,9.08,1,0.8040548
305,105,4,4.9,4.9,6.21,1,0.7245864
263,113,5,3.2,3.7,6.47,0,0.61127573
297,100,4,3.6,2.4,6.65,0,0.49971753
322,107,1,4.2,1.4,7.57,0,0.58094555
288,84,5,3.7,1.6,8.11,0,0.5163147
278,97,3,4.9,3.0,6.4,0,0.56588316
288,87,5,2.5,1.1,6.39,0,0.37176973
294,113,2,4.6,5.0,6.52,1,0.7329071
329,101,4,1.1,2.0,9.89,0,0.6661108
282,102,5,3.2,2.1,7.36,0,0.52048403
305,88,4,1.9,2.9,9.61,1,0.73151755
303,106,2,2.4,1.8,6.59,1,0.4842555
307,93,3,1.5,4.2,6.83,1,0.6164155
311,99,5,3.7,1.9,6.26,1,0.51836014
267,105,5,1.9,1.8,8.53,0,0.6295921
314,120,5,3.6,4.2,8.18,1,0.7593996
325,86,3,4.0,4.1,9.47,0,0.7002598
336,103,2,4.1,4.8,9.6,0,0.86026084
299,88,5,1.3,2.3,8.64,1,0.7213452
290,86,3,4.3,2.5,6.5,1,0.6561333
307,116,4,1.6,3.9,9.65,1,0.9201085
320,83,2,4.3,2.1,9.06,0,0.5489716
311,90,3,4.2,3.7,6.5,1,0.657481
297,83,2,3.6,3.2,7.56,1,0.64722633
295,107,2,1.9,3.5,8.93,1,0.7292551
314,106,1,3.0,2.4,9.88,1,0.8653651
272,96,1,4.4,4.2,9.24,1,0.73104995
296,119,1,3.3,4.3,9.29,0,0.8527395
306,85,5,1.9,1.9,7.38,0,0.42080966
330,96,3,1.6,4.0,9.15,1,0.75984997
281,91,2,3.5,4.2,9.06,0,0.607662
298,119,3,3.9,1.1,9.26,0,0.84708345
317,80,3,3.5,2.6,7.96,1,0.68050534
289,108,3,2.2,4.3,9.72,0,0.86143076
277,105,2,3.6,3.6,8.74,0,0.67361623
277,87,1,3.4,4.8,8.65,1,0.6637626
333,109,4,1.4,1.8,6.13,0,0.78386885
298,109,2,3.3,1.8,6.88,1,0.5071826
285,83,1,3.9,4.4,6.82,1,0.6321192
330,103,3,1.1,2.3,6.05,0,0.697671
266,105,3,2.0,1.5,6.6,0,0.5178065
328,87,1,1.4,4.8,9.46,0,0.712638
324,110,4,1.7,3.4,7.6,0,0.7769024
305,97,1,4.0,2.5,8.14,1,0.65522516
277,113,1,4.0,4.5,6.31,0,0.63060546
272,112,5,2.4,4.2,6.31,0,0.56916976
284,119,2,2.2,3.7,8.86,1,0.7703476
267,88,3,3.6,2.2,9.54,0,0.6567466
333,99,1,1.8,1.2,7.45,1,0.5276711
291,119,5,3.4,2.2,9.66,0,0.9042422
276,81,5,4.8,1.7,7.39,1,0.72253984
338,118,4,1.3,2.9,6.27,1,0.8521047
338,100,4,4.4,2.2,7.64,0,0.6574286
307,93,5,2.0,4.7,7.11,1,0.6725284
322,109,2,4.6,2.3,6.89,0,0.68669605
299,96,5,1.1,2.5,8.2,1,0.69674903
274,112,5,2.4,2.2,9.62,0,0.8511271
265,90,5,3.9,1.7,6.99,1,0.7094158
322,116,4,4.2,1.9,9.68,0,0.86884063
267,87,2,1.9,2.3,9.77,0,0.65208125
291,83,1,2.7,4.6,9.88,0,0.62440896
304,118,4,3.6,4.5,9.96,0,0.9630084
311,90,1,1.1,1.8,8.37,1,0.6615401
338,100,5,1.1,4.4,7.15,1,0.8097801
272,83,3,3.1,3.7,9.51,1,0.67822975
283,92,3,2.2,2.4,7.23,0,0.42597944
299,110,1,1.1,1.3,9.69,0,0.82934994
273,83,3,2.3,3.4,6.31,1,0.672665
334,95,4,1.7,2.5,8.55,0,0.6272407
329,119,5,2.2,3.8,8.82,1,0.8487713
321,101,5,4.9,4.8,8.03,1,0.765851
320,109,2,3.9,1.3,6.95,1,0.48647577
260,95,4,4.5,3.1,8.55,1,0.7094748
325,83,5,3.5,1.8,6.52,1,0.6836052
291,104,4,3.0,4.0,7.95,1,0.6755955
272,118,3,3.1,4.8,6.8,0,0.6343541
292,102,5,4.5,1.5,7.74,1,0.70073956
291,81,3,2.2,4.9,6.3,1,0.6691349
315,111,2,3.7,5.0,9.47,1,0.84293026
283,82,3,1.5,3.2,6.65,1,0.7283661
263,100,3,3.4,4.4,8.79,1,0.6850667
282,87,2,3.4,3.0,9.69,1,0.6936182
288,118,1,3.3,1.1,7.24,0,0.66260463
280,83,2,4.3,2.5,7.86,1,0.6303726
289,106,2,4.2,2.6,7.98,0,0.58952165
279,115,1,2.6,3.5,7.94,1,0.6314155
275,88,5,1.6,2.6,9.1,1,0.70773256
326,87,5,2.2,2.1,6.63,1,0.6835283
308,93,3,1.4,3.6,9.64,1,0.7218799
317,117,5,1.3,4.0,7.73,1,0.77274454
303,82,5,2.2,2.5,6.8,1,0.7317476
284,89,3,1.9,4.3,6.7,1,0.58737475
282,112,2,2.4,1.5,7.65,1,0.58580947
318,97,2,3.3,1.9,9.67,0,0.7417391
260,117,3,3.2,3.1,6.96,0,0.6463195
274,106,4,4.4,3.4,6.93,0,0.6029686
340,109,5,1.8,4.5,7.93,0,0.82034385
340,89,5,2.2,1.3,6.38,1,0.68291396
311,119,4,3.5,4.6,7.8,1,0.6990641
317,119,2,4.3,2.7,6.66,1,0.6093947
300,93,4,3.9,4.0,8.73,0,0.65270764
303,86,3,2.9,4.5,9.01,0,0.6335934
263,90,4,1.6,3.5,9.81,0,0.69188184
336,110,2,4.9,3.7,8.1,0,0.7305274
327,105,3,1.4,2.1,8.96,1,0.79006267
266,101,5,1.0,2.1,8.19,0,0.5329558
305,85,3,1.9,1.0,9.9,1,0.71396685
268,99,2,4.1,4.0,8.59,0,0.62268823
292,94,5,1.4,3.7,7.8,1,0.63887125
292,108,5,2.1,1.6,6.1,0,0.69951904
263,110,3,1.4,2.3,7.15,0,0.51843405
324,89,1,4.8,3.6,8.43,1,0.7404454
293,93,5,3.4,3.6,9.56,0,0.6817549
338,88,3,4.7,4.1,6.46,0,0.6990158
323,103,1,3.0,3.0,7.66,1,0.58428943
284,116,4,3.0,4.2,8.39,1,0.7532203
314,107,3,1.7,1.8,7.8,0,0.6720895
268,98,4,1.8,4.8,6.24,0,0.5204689
276,108,2,4.0,3.6,8.88,0,0.709441
280,99,1,4.6,1.9,7.4,0,0.5233167
319,94,2,1.6,1.5,7.34,1,0.60437316
272,119,1,3.5,1.0,7.61,1,0.6076355
262,115,3,4.1,3.0,8.01,1,0.7455667
327,111,4,1.9,1.8,8.21,1,0.6964641
263,99,4,4.2,4.9,7.05,0,0.6156242
266,100,1,4.1,3.0,7.22,0,0.5094973
285,115,3,1.2,1.1,7.33,0,0.6970171
334,107,3,3.2,3.2,7.05,1,0.5894594
283,117,5,1.4,3.3,6.2,1,0.6825968
269,85,2,4.3,2.3,6.66,0,0.45198864
272,84,4,3.8,4.7,8.49,0,0.606278
303,86,4,1.1,4.4,9.97,1,0.7392332
298,103,2,4.8,2.1,8.16,0,0.6116979
278,114,1,1.2,3.1,6.25,1,0.5479322
310,108,2,2.0,2.8,6.68,1,0.56235635
278,93,5,3.6,3.4,8.2,0,0.5884203
335,114,3,2.8,3.7,9.57,1,0.91661096
311,83,1,4.2,1.2,9.36,0,0.57960093
306,97,1,4.8,1.9,6.79,1,0.5341635
289,101,3,1.1,4.8,6.79,1,0.5589782
305,119,5,3.5,1.5,9.99,1,0.9631655
335,109,4,2.5,3.1,7.51,0,0.81235445
280,94,1,2.6,2.6,9.65,1,0.7233431
334,88,2,3.5,3.2,9.28,1,0.75974375
307,99,1,3.7,1.1,9.49,1,0.7639708
321,83,2,2.5,5.0,7.52,1,0.7120077
317,80,2,3.4,2.7,8.44,1,0.68186843
277,97,1,1.2,4.8,6.88,1,0.5718018
318,83,3,3.9,4.8,9.54,0,0.7157134
307,107,3,3.8,3.8,9.62,0,0.83659875
322,86,2,2.3,3.3,6.67,0,0.5019938
271,93,5,1.3,2.6,8.87,1,0.6903325
293,119,2,2.2,4.5,6.79,1,0.6246443
320,117,5,3.8,3.6,6.41,1,0.73061776
312,96,3,1.1,2.2,8.67,0,0.5699992
284,118,2,4.6,4.9,8.61,0,0.7313206
321,85,2,2.5,1.6,9.62,1,0.6985785
263,105,4,3.5,4.7,8.21,0,0.65893793
272,120,2,2.3,4.6,8.03,1,0.6709402
301,83,4,3.6,2.6,9.58,0,0.61953115
308,107,4,2.6,2.9,6.53,0,0.71388054
337,92,2,1.2,1.1,7.7,0,0.49683142
315,113,2,4.1,4.4,7.29,1,0.68221974
306,97,2,1.9,3.7,6.26,1,0.56404567
267,103,3,3.3,3.0,6.97,0,0.5300856
314,109,4,1.4,2.7,9.18,0,0.7085536
277,89,3,2.8,1.2,6.63,1,0.60664195
294,81,2,2.8,3.4,8.2,1,0.63827056
340,108,4,1.2,3.6,6.05,0,0.83249044
291,80,4,2.3,2.5,6.08,0,0.45735815
283,96,5,1.5,3.6,8.88,1,0.6930025
266,101,2,1.9,1.5,7.76,0,0.56739205
272,105,2,4.3,1.6,9.05,0,0.7255725
328,89,1,4.2,5.0,8.45,0,0.74473053
301,87,2,2.8,3.6,9.59,0,0.6379974
290,99,4,3.1,3.1,9.78,1,0.79407716
333,101,2,2.9,1.8,6.79,0,0.6313755
285,103,1,3.2,1.0,7.91,1,0.5866848
335,101,1,2.9,3.6,7.87,1,0.6354332
291,102,4,2.6,4.7,8.41,0,0.66796654
311,107,1,3.3,1.9,9.42,1,0.8079095
279,81,2,2.8,1.7,7.96,0,0.41299197
299,116,3,5.0,1.9,6.67,0,0.68884486
318,83,3,2.0,4.5,9.48,0,0.66195077
336,116,4,1.6,4.9,8.56,1,0.84681535
273,100,1,4.7,3.9,7.11,1,0.67869943
303,105,4,4.6,2.0,6.51,1,0.55647725
307,94,4,4.3,1.5,9.0,1,0.740172
302,114,2,2.5,1.0,8.5,1,0.71093845
275,94,2,4.4,2.8,8.4,0,0.5581381
294,101,1,3.9,2.9,9.37,0,0.7247802
312,80,5,4.9,2.1,9.75,0,0.65325296
293,105,2,4.9,1.9,8.58,0,0.67059153
262,89,4,2.8,2.5,8.89,1,0.6731934
327,99,3,3.1,2.2,7.77,0,0.59615344
264,80,1,4.4,1.8,9.42,1,0.71023476
269,91,4,3.6,3.1,7.15,1,0.6093504
311,120,1,4.3,1.1,9.46,1,0.8780566
288,103,4,2.4,1.3,8.38,0,0.5915167
290,105,5,1.1,3.0,6.32,1,0.5690579
325,81,2,1.8,2.0,9.82,1,0.7259209
335,99,5,1.1,1.3,6.74,0,0.6030657
328,98,1,2.4,4.6,7.5,0,0.6584496
296,104,1,4.0,3.1,6.71,1,0.6046377
286,118,3,4.2,4.6,9.14,0,0.82250065
292,80,1,2.8,3.9,9.37,1,0.6603437
327,110,4,4.2,2.1,7.27,0,0.7701285
318,83,4,4.6,4.5,6.18,0,0.680928
323,82,4,1.1,4.8,6.74,0,0.5968375
303,115,3,2.7,4.4,6.48,1,0.6485354
308,90,2,3.5,4.7,7.43,0,0.6573248
312,98,5,4.7,1.3,6.46,1,0.5587718
333,88,5,1.4,1.6,7.72,0,0.5693726
308,120,4,3.8,2.5,8.37,1,0.7783582
325,99,5,1.5,4.8,6.87,1,0.6725738
322,88,3,1.9,2.7,7.98,1,0.6979749
284,97,4,4.1,4.1,7.67,1,0.66600287
263,115,1,4.1,2.2,7.89,1,0.67408645
310,111,4,4.1,3.8,9.18,1,0.83752245
270,83,1,2.1,1.5,9.49,1,0.6812139
276,109,1,3.3,3.5,8.32,1,0.663394
325,90,2,1.4,2.9,9.17,0,0.6459591
329,98,5,1.2,3.9,7.79,1,0.6958872
332,97,2,3.2,2.2,7.02,1,0.5121042
328,84,4,3.1,1.5,8.26,0,0.4703947
288,117,3,2.2,1.6,8.04,0,0.7154528
332,98,2,2.8,3.2,9.86,1,0.8499755
331,99,1,2.2,2.1,9.4,1,0.79066634
279,81,4,4.3,3.1,8.23,1,0.6649319
286,98,2,3.3,4.8,8.95,0,0.68070036
267,116,1,2.0,3.4,6.51,0,0.5488079
320,90,4,1.5,4.6,9.39,0,0.6767974
287,92,3,2.5,1.1,8.37,0,0.529489
329,99,2,2.8,1.9,8.91,0,0.6734228
262,81,2,4.7,1.2,7.77,1,0.6476786
328,88,5,3.7,1.0,8.02,0,0.45050284
332,86,4,4.1,3.8,7.98,0,0.64950573
266,83,2,3.4,3.7,8.18,0,0.50055903
319,81,4,1.2,5.0,8.18,0,0.62385964
263,102,1,3.3,3.5,7.32,1,0.6102578
264,80,2,4.6,1.0,9.17,1,0.70293194
270,84,1,3.1,2.1,7.92,0,0.41040555
274,111,4,1.5,2.3,7.58,0,0.5556075
323,98,1,1.5,3.1,7.92,1,0.6371959
272,110,2,2.9,1.4,7.75,0,0.61232615
266,83,5,1.5,3.1,8.07,0,0.5282125
265,86,3,1.6,4.1,8.11,1,0.60401106
315,111,2,1.1,4.5,8.74,1,0.77793974
323,112,1,2.7,2.9,9.53,0,0.83330613
309,85,5,1.4,4.7,6.76,1,0.70545906
289,113,4,4.7,2.5,9.81,1,0.90813255
281,94,3,3.9,4.7,9.27,0,0.664573
284,107,2,4.7,1.8,9.83,1,0.84577787
287,95,1,3.8,3.6,7.57,0,0.5285684
298,100,2,2.5,1.8,8.73,1,0.6772513
326,101,5,2.2,3.8,7.23,1,0.62041396
264,112,3,2.9,3.1,6.56,0,0.57578254
324,114,2,1.5,3.9,8.87,0,0.7741639
274,104,3,2.0,1.1,7.44,0,0.511681
326,119,1,1.8,1.9,8.65,0,0.79266316
299,105,4,1.7,2.2,9.86,0,0.7813402
328,98,2,4.4,2.1,9.25,0,0.72298884
336,99,3,3.4,3.7,8.17,1,0.710983
302,109,1,2.7,2.5,6.18,0,0.6562129
260,115,2,1.3,4.4,6.38,1,0.54309434
281,99,1,1.5,3.7,9.44,0,0.7431904
321,120,1,2.4,2.8,8.8,1,0.7972577
338,101,2,1.6,2.2,7.95,0,0.68969035
285,116,4,4.6,3.0,8.83,0,0.79162693
277,106,2,4.6,1.4,7.37,0,0.59132355
307,111,1,1.7,3.9,8.51,1,0.7039862
268,101,4,3.5,3.7,9.84,1,0.7920068
260,87,3,2.9,4.1,7.31,1,0.5885747
268,91,3,4.0,3.3,7.84,0,0.5426988
282,104,5,2.4,3.7,8.06,0,0.57494956
304,97,1,2.8,2.5,8.93,0,0.6614281
261,80,4,2.4,2.1,9.98,0,0.6838459
273,111,2,1.0,2.2,8.79,1,0.71767527
297,81,2,4.8,2.3,6.96,1,0.63336533
299,115,2,3.3,3.8,6.1,1,0.60525316
322,101,4,4.4,1.2,8.9,1,0.7518196
275,95,3,2.1,2.8,6.88,1,0.58256316
334,107,1,2.1,4.8,6.75,1,0.7270691
265,115,2,2.5,2.3,7.3,0,0.5966637
262,95,2,4.8,2.7,6.28,1,0.5761749
273,114,2,4.1,1.8,9.57,0,0.8700969
325,112,3,2.5,4.1,9.73,0,0.9197229
334,104,4,2.1,1.5,9.64,1,0.86464804
326,118,3,1.9,1.1,7.53,1,0.7251837
290,91,3,1.5,3.2,6.45,0,0.44036284
292,95,5,2.4,4.9,6.38,1,0.6231857
260,115,2,3.9,2.1,6.27,0,0.60813344
303,112,2,2.5,4.8,6.94,0,0.63829315
274,120,4,2.8,4.7,9.09,0,0.87450445
296,115,4,2.8,2.9,6.59,1,0.5844994
286,115,2,1.7,2.2,8.83,1,0.7627138
307,107,2,2.6,2.8,7.44,0,0.58759093
286,113,3,2.9,2.2,6.01,0,0.71446556
271,95,4,1.5,3.8,9.19,0,0.65440696
326,108,5,1.1,4.9,9.6,0,0.77674717
289,108,2,1.3,1.6,6.91,1,0.48971713
325,103,1,1.4,4.1,9.12,0,0.751743
266,102,2,1.4,2.0,7.56,0,0.55412716
293,96,3,1.5,4.0,8.39,0,0.5976504
291,83,2,1.3,3.0,9.09,1,0.6319653
298,102,4,2.7,4.4,9.09,0,0.73935956
302,101,5,2.2,1.7,9.63,1,0.81393903
302,117,5,2.8,3.1,6.18,1,0.690298
337,106,5,2.0,2.6,9.97,1,0.93410736
262,109,1,3.2,3.4,9.29,1,0.7344039
305,101,2,1.3,2.9,6.79,0,0.59807706
291,85,1,2.9,1.6,6.28,0,0.37718818
302,106,2,4.8,4.8,7.49,1,0.74692154
340,101,5,3.8,1.3,8.29,0,0.6331536
262,92,2,2.5,4.2,9.78,1,0.7195097
333,103,1,2.0,2.1,6.14,0,0.67152214
322,112,4,2.3,1.9,9.5,0,0.75429976
299,109,4,1.3,2.9,8.95,1,0.7924979
277,101,4,3.4,4.3,9.09,1,0.7346921
326,86,1,4.4,3.5,7.86,1,0.6900618
321,88,4,2.7,1.7,6.11,0,0.546643
269,111,1,4.6,3.4,9.38,0,0.7946393
311,114,4,1.5,1.2,7.83,1,0.6350989
332,96,5,3.2,3.6,9.99,0,0.74981767
305,101,3,4.9,5.0,9.2,0,0.75672793
314,105,2,4.4,4.8,7.56,0,0.7032798
305,111,1,5.0,1.0,8.31,1,0.65277946
334,108,4,4.4,2.7,7.06,1,0.55734134
319,116,2,3.5,3.3,9.95,1,0.9429422
285,115,3,4.6,1.9,7.99,0,0.69672054
286,89,5,1.0,4.0,9.01,0,0.5859793
297,102,3,5.0,1.2,6.19,1,0.46284732
281,84,5,1.8,4.0,8.74,0,0.57142526
285,90,5,3.6,4.0,7.32,0,0.5607272
328,91,2,2.6,2.0,9.84,0,0.70342577
294,99,5,4.9,3.1,6.91,1,0.706407
325,89,5,2.2,1.1,9.44,0,0.50297016
332,105,4,4.7,4.1,6.56,0,0.78530777
310,91,3,3.5,2.0,9.97,1,0.7791112
277,104,2,4.7,4.6,9.66,1,0.7803082
302,87,1,3.0,4.5,7.66,1,0.65712196
271,99,1,3.5,3.7,6.11,1,0.61503625
262,89,4,3.4,4.4,8.32,0,0.59217304
266,104,5,2.8,1.2,9.19,1,0.7707198
265,109,5,3.9,3.4,6.14,1,0.64948183
304,91,3,3.1,2.7,7.17,1,0.6023939
298,87,4,1.3,4.3,8.1,0,0.54841864
310,102,1,3.1,3.0,7.32,0,0.54491556
268,96,2,4.9,1.1,8.92,1,0.7205278
282,83,5,3.2,4.1,6.39,0,0.5480192
271,80,3,4.5,1.8,8.11,0,0.51405233
321,116,1,1.3,2.1,7.89,1,0.7397709
332,118,4,2.9,1.5,6.52,0,0.8776242
336,87,5,1.7,4.7,6.65,0,0.67534304
299,112,1,1.8,1.6,9.28,1,0.8081825
313,116,2,4.1,4.2,8.09,1,0.69753236
340,118,5,2.5,3.0,6.27,0,0.9690937
266,114,4,2.6,3.8,7.0,0,0.5987491
276,104,4,3.9,3.8,7.67,0,0.608013
309,108,2,1.9,3.7,7.55,1,0.5890425
283,119,2,1.9,2.8,8.19,1,0.7032452
261,107,1,1.0,4.0,7.53,0,0.5696569
292,114,1,4.5,4.8,8.87,0,0.7326609
280,82,2,2.4,2.2,7.82,0,0.40718856
333,81,4,3.5,3.1,6.37,1,0.6758357
312,95,3,4.0,1.0,7.21,1,0.52504325
305,112,2,2.1,3.4,9.77,0,0.90087855
304,86,1,3.0,1.5,9.55,0,0.6106554
268,102,2,3.2,3.0,6.69,0,0.4855032
265,110,2,3.2,1.7,9.56,1,0.8113839
310,97,5,2.1,2.4,8.36,0,0.5115653
294,99,4,3.6,4.4,7.02,1,0.66735435
312,87,4,4.4,4.4,7.75,1,0.70982707
278,109,4,3.2,2.4,9.42,1,0.81780046
328,92,1,2.3,4.4,6.43,0,0.5894913
284,117,1,4.1,4.2,6.02,0,0.67819536
270,109,4,1.2,4.3,8.03,1,0.6428726
333,99,4,1.6,4.1,9.27,1,0.8060162
276,89,2,2.0,1.0,6.64,0,0.3460146
295,107,1,2.0,2.7,8.14,0,0.62310266
280,98,4,1.8,1.2,7.34,1,0.66867715
277,81,5,1.6,2.6,8.04,0,0.49982846
319,106,5,1.9,1.1,7.46,1,0.6092373
277,92,5,4.2,1.6,7.41,1,0.69091547
260,91,1,2.0,1.8,7.19,0,0.40159887
273,111,5,1.9,2.2,7.41,1,0.63671494
267,96,1,4.0,5.0,8.5,1,0.68563324
325,119,3,2.5,2.2,6.26,1,0.7415667
310,117,2,4.7,4.4,6.91,1,0.69105273
338,100,5,4.3,3.2,6.14,1,0.61904496
319,112,4,2.9,1.6,7.23,0,0.7601766
293,103,2,2.5,3.4,7.65,0,0.5423125
295,95,4,4.4,3.5,6.04,1,0.6534341
321,82,3,4.0,4.6,6.62,1,0.70007294
260,102,5,4.6,4.5,9.54,1,0.82437056
301,97,5,4.0,4.3,6.34,1,0.64636433
260,89,1,1.7,3.7,7.13,0,0.42940637
313,111,4,1.9,3.6,9.23,0,0.79960984
306,92,3,3.8,2.4,6.88,1,0.5946265
298,98,1,3.5,2.0,8.46,1,0.6373312
289,111,5,3.2,2.5,9.88,1,0.9086632
266,118,1,1.7,4.4,6.43,0,0.5430602
281,92,2,3.1,4.5,6.75,0,0.5669947
309,88,5,1.7,1.9,8.11,1,0.74248534
304,91,2,1.7,1.8,6.68,1,0.6309846
333,85,1,2.6,2.3,6.0,1,0.6162315
331,99,3,1.7,4.6,8.71,0,0.7019833
269,99,1,1.3,1.1,6.37,1,0.53623986
273,87,2,4.8,2.0,6.74,0,0.45870703
305,88,3,2.4,2.6,9.69,1,0.7049087
334,83,2,1.5,4.1,6.18,1,0.74655014
265,100,2,3.9,4.3,9.65,0,0.7671929
280,87,2,3.8,4.0,8.74,0,0.55621976
321,114,1,2.5,2.8,8.45,0,0.74131346
278,100,2,3.3,1.3,7.72,1,0.59778935
321,105,3,2.6,2.3,9.2,0,0.75883836
312,85,4,1.0,4.5,7.18,1,0.69429207
283,84,3,1.8,2.0,7.7,1,0.69316703
315,105,2,1.6,2.2,8.54,1,0.70050496
321,106,1,4.4,1.0,9.65,1,0.844688
293,97,4,4.4,1.9,6.42,1,0.5834416
281,116,1,4.8,2.0,9.6,1,0.8625876
327,100,5,3.6,1.1,9.37,1,0.8210551
316,95,2,4.6,1.4,6.72,1,0.5013577
269,112,3,1.2,2.5,7.91,0,0.65236896
325,119,3,4.2,4.4,6.36,1,0.72339356
267,81,3,3.0,1.5,8.01,0,0.48800647
297,107,4,4.3,2.6,8.2,0,0.6302564
321,83,1,4.6,2.6,6.48,0,0.5734882
287,99,2,4.3,1.9,7.5,1,0.60895425
269,101,1,1.5,4.2,7.56,1,0.5676805
304,98,3,3.6,2.1,7.91,0,0.54260635
324,109,5,1.9,2.5,9.64,0,0.70213515
326,114,4,3.7,3.5,8.81,0,0.7418166
268,84,5,3.2,3.3,7.37,1,0.67971057
264,83,2,3.9,1.2,9.86,0,0.6469503
269,94,2,3.9,3.8,8.03,1,0.63502413
271,103,2,2.0,2.3,8.33,1,0.62572277
317,112,3,4.0,2.7,8.8,0,0.7565716
280,89,1,2.2,3.2,6.6,1,0.6320541
280,114,4,3.4,4.2,9.95,0,0.9449336
324,116,2,1.7,1.1,8.13,1,0.69721603
262,111,4,1.0,4.4,9.41,1,0.8279061
328,95,4,2.5,3.2,9.9,1,0.8210188
323,92,2,2.2,4.0,9.01,0,0.6705637
308,96,2,2.1,4.1,8.36,0,0.63278973
331,84,4,3.0,2.3,6.28,0,0.5614163
276,87,4,1.9,1.5,6.2,0,0.389501
332,105,3,1.6,2.6,6.87,1,0.71891403
291,91,2,3.2,2.2,9.85,0,0.6842018
